7256	3
3358	-208	-2582	
9292	3061	3252	
6128	-166	-3570	
4906	7019	-13552	
4991	7158	-13700	
10157	4986	-19790	
10269	-646	-6546	
8736	7093	-27963	
7495	8506	-18349	
6039	-376	-2074	
6128	-166	-3570	
5040	6934	-14157	
13050	8532	-36480	
6897	6040	-12451	
11939	2636	-25737	
3392	7510	-1881	
9279	-663	-3786	
1984	-690	2351	
6223	-157	-3368	
3964	44	-3459	
6855	-261	-10309	
10326	4677	-12421	
6305	194	-7909	
8933	1140	-12888	
6061	-563	-1989	
6744	462	-9335	
11122	5967	-19136	
13394	9767	-22934	
13160	5356	-12639	
9399	7522	-32328	
14266	13445	-19303	
13131	7466	-13690	
10269	-646	-6546	
9279	-663	-3786	
6395	414	-10208	
5122	7096	-13906	
6551	629	-9049	
13044	6061	-13294	
6320	3099	-9658	
3134	2779	-7462	
10269	-646	-6546	
13987	-1528	-4045	
12741	4935	-34807	
4206	3448	-8192	
6466	1667	-11304	
4041	1161	-6656	
7094	5919	-12597	
10269	-646	-6546	
10620	2883	-19436	
7182	6836	-11733	
4137	1128	-7767	
4462	6066	-20587	
9802	165	-8427	
6667	187	-8210	
6694	1758	-12575	
6216	-150	-3373	
6814	2187	-13333	
4427	1558	-11098	
5122	7096	-13906	
9336	-741	-3655	
8646	7620	-10864	
12761	-4447	-2837	
6472	151	-6650	
8773	6784	-12046	
8673	9819	-14438	
6128	-166	-3570	
12356	-16	-27483	
3515	467	-5231	
8372	273	-3509	
13200	6016	-12859	
5450	883	2229	
13016	6088	-14461	
9336	-741	-3655	
8588	8560	-10845	
6639	81	-8046	
6216	-150	-3373	
4906	7019	-13552	
4279	2262	-9587	
12534	2952	-32125	
8532	1212	-8677	
1907	164	-726	
13352	9860	-19895	
10124	78	-12044	
3946	11	-4587	
13312	10118	-16759	
6926	3118	-9258	
6128	-166	-3570	
12740	8878	-14402	
3031	1683	-3515	
6128	-166	-3570	
8503	7079	-9056	
3964	44	-3459	
13281	8986	-36380	
13065	3073	-10704	
10677	5245	-18083	
7014	3416	-15037	
12800	-3193	-3569	
4835	6507	-14986	
12691	-4382	-1049	
2651	2502	-5276	
3515	467	-5231	
3671	-707	200	
8582	6684	-9963	
5612	2039	-6126	
14323	-39	-9867	
6186	-124	-3469	
8372	273	-3509	
2451	2726	-4441	
10585	577	-16597	
13019	5878	-10705	
6592	4565	-11129	
6652	190	-8147	
12267	160	-26618	
7501	3556	-13037	
8309	-1011	-1856	
10393	2452	-16925	
6128	-166	-3570	
9136	-3208	4063	
11813	5718	-33801	
8582	6684	-9963	
2094	5322	-2286	
13163	1831	-10161	
