-19.69681533	
-30.095778	
14.31961533	
-14.94863267	
5.785675333	
-14.63124267	
-8.451848667	
1.122282	
-11.497912	
-20.690022	
-5.930413333	
2.765749333	
2.906474667	
-24.86153333	
-2.452972667	
-12.94555867	
2.590769333	
-13.26128067	
-4.74832	
-5.179047333	
4.674613333	
-11.71612	
4.680519333	
-4.512086667	
-10.08395733	
-8.556804667	
-9.105373333	
-25.490992	
5.068212667	
6.288176667	
-8.98642	
-28.56898267	
-0.696895333	
0.488374	
-44.676462	
8.870466	
1.051107333	
2.775518667	
-14.497496	
40.497374	
2.281207333	
-15.27999333	
-9.426032	
0.064639333	
-0.859903333	
-10.68224467	
-3.331154667	
-24.71823933	
-4.344511333	
-41.69449333	
5.218472667	
-15.66497267	
-12.39757467	
-14.292674	
0.748988667	
-0.696724	
-11.73559133	
-14.039614	
-1.128331333	
-2.553033333	
-2.081402	
-7.827313333	
-25.470508	
-9.383588667	
0.842550667	
-10.23570067	
-14.242566	
1.630623333	
0.211952667	
6.370838667	
-1.758208	
0.153222	
0.189707333	
-2.526244	
-24.241996	
-0.130630667	
-34.8172	
-8.82349	
-3.495553333	
8.983958	
-1.558666667	
2.444205333	
-1.695494	
-17.00013267	
-12.93858467	
-3.746897333	
4.130882	
-15.88828467	
-38.02086267	
-18.26029133	
-5.20954	
0.628386	
-6.349279333	
-27.70960067	
-5.385524667	
-24.95917933	
0.479408	
-16.25411	
-25.759546	
-0.399505333	
-5.502242	
-11.78362867	
-1.072352667	
1.968055333	
5.813656667	
20.78393067	
-29.04270467	
-23.98251467	
-1.247581333	
31.24266533	
-25.166512	
-21.860048	
-22.68915067	
-13.76379333	
-22.625062	
-11.45696067	
-7.502103333	
-1.540219333	
-9.376706	
-0.681828	
-9.897815333	
3.089395333	
6.661921333	
-26.84277867	
-12.699716	
0.715892667	
-13.73498333	
-1.36685	
